record_id,pdf_page_start,pdf_page_end,row_type,section,chapter,text
4200,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"Thus the distinction is drawn between the loyal and the disloyal. Those who desire to have the seal of God in their foreheads must keep the Sabbath of the fourth commandment. Thus they are distinguished from the disloyal, who have accepted a manmade institution in place of the true Sabbath. The observance of God's rest day is a mark of distinction between him that serveth God and him that serveth Him not (RH April 23, 1901). {7BC 981.2}"
4201,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"10. See EGW on Gen. 6:17; Matt. 27:21, 22, 29. {7BC 981.3}"
4202,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"12. God's Denominated People.--Who are these? God's denominated people--those who on this earth have witnessed to their loyalty. Who are they? Those who have kept the commandments of God and the testimony of Jesus Christ; those who have owned the Crucified One as their Saviour (MS 132, 1903). {7BC 981.4}"
4203,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"(Ex. 31:13-17.) What Is God's Sign?--The sign of obedience is the observance of the Sabbath of the fourth commandment. If men keep the fourth commandment, they will keep all the rest (Letter 31, 1898). {7BC 981.5}"
4204,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"(Ch. 7:2, 3; Eze. 9:4.) The Mark of the Holy Sabbath.--There is to be a mark placed upon God's people, and that mark is the keeping of His holy Sabbath (HS 217). {7BC 981.6}"
4205,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"Loyal to Whom?--God has declared that it means much to discard the Word of the living God, and accept the assertions of those who seek to change times and laws. [Ex. 31:12-17 quoted.] {7BC 981.7}"
4206,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"Those who in the face of these specifications refuse to repent of their transgressions will realize the result of disobedience. Individually we need to inquire, In observing a day of rest, have I drawn my faith from the Scriptures, or from a spurious representation of truth? Every soul who fastens himself to the divine, everlasting covenant, made and presented to us as a sign and mark of God's government, fastens himself to the golden chain of obedience, every link of which is a promise. He shows that he regards God's Word as above the word of man, God's love as preferable to the love of man. And those who repent of transgression, and return to their loyalty by accepting God's mark, show themselves to be true subjects, ready to do His will, to obey His commandments. True observance of the Sabbath is the sign of loyalty to God (MS 63, 1899). {7BC 981.8}"
4207,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"Fidelity Grows With the Emergency.-- In revelation 14 John beholds another scene. He sees a people whose fidelity and loyalty to the laws of God's kingdom, grow with the emergency. The contempt placed upon the law of God only makes them reveal more decidedly their love for that law. It increases with the contempt that is placed upon it (MS 163, 1897). {7BC 981.9}"
4208,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"(Ps 119:126, 127; Mal. 3:18.) It Is Time to Fight!--Let no one yield to temptation and become less fervent in his attachment to God's law because of the contempt placed upon it; for that is the very thing that should make us pray with all our heart and soul and voice, ""It is time for thee, Lord, to work: for they have made void thy law."" Therefore, because of the universal contempt, I will not turn traitor when God will be most glorified and most honored by my loyalty. {7BC 981.10}"
4209,494,495,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"What! shall Seventh-day Adventists relax their devotedness when all their capabilities and powers should be placed on the Lord's side; when an unflinching testimony, noble and uplifting, should come from their lips? ""Therefore I love thy commandments above gold; yea, above fine gold."" {7BC 981.11}"
4210,495,495,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"When the law of God is most derided and brought into the most contempt, then it is time for every true follower of Christ, for those whose hearts have been given to God, and who are fixed to obey God, to stand unflinchingly for the faith once delivered to the saints. ""Then shall ye return, and discern between the righteous and the wicked, between him that serveth God and him that serveth him not."" It is time to fight when champions are most needed (RH June 8, 1897). {7BC 981.12}"
4211,495,495,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"13 (2 Tim. 4:7, 8). God Honors the Faithful Aged.--There are living upon our earth men who have passed the age of fourscore and ten. The natural results of old age are seen in their feebleness. But they believe God, and God loves them. The seal of God is upon them, and they will be among the number of whom the Lord has said, ""Blessed are the dead which die in the Lord."" With Paul they can say, ""I have fought a good fight, I have finished by course, I have kept the faith: henceforth there is laid up for me a crown of righteousness, which the Lord, the righteous judge, shall give me at that day: and not to me only, but unto all them also which love his appearing."" There are many whose grey hairs God honors because they have fought a good fight and kept the faith (Letter 207, 1899). {7BC 982.1}"
4212,495,495,chapter_heading,Revelation,15,Chapter 15
4213,495,495,paragraph,Revelation,15,"2, 3 (Ex. 15:1-19; Deut. 31:30 to 32:44; Isa. 26:2). The Final Song of Victory.--What a song that will be when the ransomed of the Lord meet at the gate of the Holy City, which is thrown back on its glittering hinges and the nations that have kept His word--His commandments--enter into the city, the crown of the overcomer is placed upon their heads, and the golden harps are placed in their hands! All heaven is filled with rich music, and with songs of praise to the Lamb. Saved, everlastingly saved, in the kingdom of glory! To have a life that measures with the life of God--that is the reward (MS 92, 1908). {7BC 982.2}"
